		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
111100110  247  231  242  251  236  234  240  235  2.123102 0.977003 SUCCESS 135
111101000  225  237  275  226  205  248  261  242 14.969746 0.059736 SUCCESS 136
111101010  230  249  236  240  235  249  226  241  3.184388 0.922259 SUCCESS 137
111101100  245  233  256  253  276  229  228  245  7.837311 0.449521 SUCCESS 138
111101110  257  272  236  245  280  231  260  255 12.028438 0.149940 SUCCESS 139
111110000  234  269  216  250  244  234  221  256  9.850789 0.275655 SUCCESS 140
111110010  230  267  262  217  264  252  240  226 10.933258 0.205510 SUCCESS 141
111110100  246  221  272  244  227  263  251  256  9.122082 0.332102 SUCCESS 142
111110110  238  215  230  260  266  221  266  254 12.399146 0.134264 SUCCESS 143
111111000  226  246  231  241  257  239  217  243  6.114045 0.634459 SUCCESS 144
111111010  236  237  249  266  227  241  269  248  6.591730 0.581252 SUCCESS 145
111111100  244  240  257  229  264  216  231  222  9.572228 0.296342 SUCCESS 146
111111110  256  237  251  262  251  224  242  264  5.975294 0.649999 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  215  251  247  245  245  228  212  234  9.743813 0.283469 SUCCESS   0
000000011  230  224  261  237  236  260  221  240  7.667844 0.466570 SUCCESS   1
000000101  263  244  230  275  256  232  233  230  8.983331 0.343704 SUCCESS   2
000000111  239  239  244  246  221  256  225  264  6.323761 0.611015 SUCCESS   3
000001001  212  245  226  242  233  219  218  260 12.944618 0.113769 SUCCESS   4
000001011  259  235  231  270  232  212  248  227 11.157802 0.192917 SUCCESS   5
000001101  256  246  266  252  239  273  238  227  7.947465 0.438619 SUCCESS   6
000001111  253  254  235  251  226  266  249  253  5.153380 0.741064 SUCCESS   7
000010001  240  239  242  224  225  239  224  246  5.310137 0.723972 SUCCESS   8
000010011  217  238  238  229  246  243  237  264  6.313169 0.612197 SUCCESS   9
000010101  243  272  261  231  257  243  226  262  8.686764 0.369405 SUCCESS  10
000010111  252  254  240  259  255  225  235  222  6.162767 0.629005 SUCCESS  11
000011001  251  261  266  228  240  256  251  242  5.424527 0.711387 SUCCESS  12
000011011  249  256  255  242  274  243  225  232  7.177450 0.517614 SUCCESS  13
000011101  248  254  252  239  270  224  230  237  6.463571 0.595451 SUCCESS  14
000011111  264  236  236  252  253  277  237  243  7.628655 0.470558 SUCCESS  15
000100011  253  229  236  232  219  241  239  236  5.312255 0.723740 SUCCESS  16
000100101  233  253  246  234  271  252  252  251  5.093008 0.747591 SUCCESS  17
000100111  231  232  237  238  246  256  259  268  5.691438 0.681750 SUCCESS  18
000101001  242  218  256  253  261  235  233  241  5.966821 0.650949 SUCCESS  19
000101011  261  241  264  231  237  234  207  236 10.419562 0.236804 SUCCESS  20
000101101  220  238  234  231  244  244  261  239  5.106777 0.746105 SUCCESS  21
000101111  252  232  245  265  257  256  237  220  6.715653 0.567599 SUCCESS  22
000110011  231  264  260  233  238  230  256  248  5.660722 0.685176 SUCCESS  23
000110101  252  234  248  236  234  288  254  214 13.888336 0.084723 SUCCESS  24
000110111  205  244  251  255  237  260  232  233  9.616713 0.292964 SUCCESS  25
000111001  245  198  217  238  237  238  229  242 13.655319 0.091204 SUCCESS  26
000111011  254  254  251  247  260  203  255  247  9.830665 0.277113 SUCCESS  27
000111101  232  234  235  261  233  247  220  261  6.848049 0.553112 SUCCESS  28
000111111  251  250  220  261  238  263  237  228  7.003746 0.536229 SUCCESS  29
001000011  234  244  255  208  243  228  238  258  8.545894 0.382038 SUCCESS  30
001000101  250  224  234  229  256  247  219  229  7.541803 0.479456 SUCCESS  31
001000111  243  232  236  238  258  219  219  229  8.200606 0.414124 SUCCESS  32
001001011  249  255  224  235  260  256  250  253  4.815506 0.777101 SUCCESS  33
001001101  264  265  260  245  224  242  258  241  7.182746 0.517050 SUCCESS  34
001001111  245  240  230  252  228  255  285  246  9.879387 0.273594 SUCCESS  35
001010011  271  230  266  236  263  242  259  241  8.719598 0.366500 SUCCESS  36
001010101  255  236  222  243  237  254  244  245  3.491546 0.899845 SUCCESS  37
001010111  249  243  260  258  258  222  243  260  5.951993 0.652610 SUCCESS  38
001011011  247  251  221  223  237  257  238  235  5.820656 0.667313 SUCCESS  39
001011101  243  243  227  228  224  229  245  225  6.592789 0.581135 SUCCESS  40
001011111  225  260  244  247  261  258  239  224  6.501701 0.591219 SUCCESS  41
001100101  236  275  258  251  248  239  258  254  6.737895 0.565158 SUCCESS  42
001100111  243  249  254  236  226  244  246  239  2.316929 0.969722 SUCCESS  43
001101011  262  261  235  255  232  243  258  205 11.343156 0.183003 SUCCESS  44
001101101  268  218  253  270  269  245  268  218 16.408096 0.036898 SUCCESS  45
001101111  234  250  248  240  241  268  251  253  3.706557 0.882581 SUCCESS  46
001110101  219  244  256  227  235  248  253  265  7.110722 0.524735 SUCCESS  47
001110111  252  260  244  249  253  232  251  270  5.424527 0.711387 SUCCESS  48
001111011  243  252  238  254  259  251  268  270  7.229349 0.512102 SUCCESS  49
001111101  261  236  252  245  245  267  233  251  4.696879 0.789428 SUCCESS  50
001111111  272  246  239  254  253  268  241  226  8.013133 0.432188 SUCCESS  51
010000011  252  266  224  247  206  259  225  260 13.753822 0.088412 SUCCESS  52
010000111  247  236  248  233  262  243  252  241  2.565834 0.958590 SUCCESS  53
010001011  239  200  236  227  256  245  216  233 14.358607 0.072884 SUCCESS  54
010001111  231  225  237  248  263  258  241  241  4.965908 0.761214 SUCCESS  55
010010011  266  227  270  267  222  237  274  230 15.238775 0.054666 SUCCESS  56
010010111  228  254  254  244  240  245  252  235  2.618792 0.955961 SUCCESS  57
010011011  284  268  239  256  258  259  256  232 12.833405 0.117712 SUCCESS  58
010011111  258  252  235  234  247  248  256  234  2.995856 0.934617 SUCCESS  59
010100011  215  241  259  223  251  253  242  239  7.127669 0.522923 SUCCESS  60
010100111  237  258  260  230  249  271  287  227 15.134977 0.056573 SUCCESS  61
010101011  244  210  220  244  240  250  254  254  8.444214 0.391323 SUCCESS  62
010101111  256  232  259  242  250  239  238  264  4.266857 0.832280 SUCCESS  63
010110011  246  240  230  270  227  262  218  250  9.402761 0.309466 SUCCESS  64
010110111  249  255  226  235  217  246  255  231  6.709298 0.568297 SUCCESS  65
010111011  244  242  221  234  235  220  276  236 10.121936 0.256572 SUCCESS  66
010111111  251  252  264  259  256  254  241  242  4.145053 0.843805 SUCCESS  67
011000111  240  249  268  250  266  232  236  282 11.741403 0.163120 SUCCESS  68
011001111  258  240  251  238  237  251  248  267  3.942752 0.862251 SUCCESS  69
011010111  250  245  257  253  235  244  276  215  9.436654 0.306809 SUCCESS  70
011011111  241  248  248  237  257  245  263  236  2.878288 0.941762 SUCCESS  71
011101111  251  254  245  234  235  235  276  257  6.763315 0.562371 SUCCESS  72
011111111  273  241  234  224  254  279  233  241 11.855793 0.157755 SUCCESS  73
100000000  215  251  247  245  245  228  212  234  9.743813 0.283469 SUCCESS  74
100010000  243  227  223  232  255  250  262  242  5.781467 0.671696 SUCCESS  75
100100000  234  269  234  236  216  227  218  240 11.327269 0.183836 SUCCESS  76
100101000  239  243  237  244  268  234  241  258  4.038077 0.853672 SUCCESS  77
100110000  225  250  228  224  248  240  249  243  4.755133 0.783398 SUCCESS  78
100111000  240  241  274  232  240  238  246  268  7.178509 0.517501 SUCCESS  79
101000000  211  248  264  231  240  273  207  238 16.718432 0.033178 SUCCESS  80
101000100  272  236  218  236  249  252  246  235  7.474017 0.486456 SUCCESS  81
101001000  220  254  210  237  261  257  239  252 10.310468 0.243908 SUCCESS  82
101001100  246  254  245  233  232  236  252  235  2.473686 0.962947 SUCCESS  83
101010000  214  250  252  233  232  268  218  261 11.914048 0.155080 SUCCESS  84
101010100  244  263  242  235  233  251  237  234  3.255352 0.917326 SUCCESS  85
101011000  254  211  243  255  244  222  236  218 10.813572 0.212488 SUCCESS  86
101011100  248  240  244  267  272  242  262  244  7.017515 0.534744 SUCCESS  87
101100000  275  240  268  249  271  253  227  229 12.231798 0.141157 SUCCESS  88
101100100  228  250  227  237  238  226  219  244  6.930664 0.544132 SUCCESS  89
101101000  245  243  242  250  228  258  262  238  3.603818 0.890985 SUCCESS  90
101101100  246  232  246  238  302  251  233  240 15.799075 0.045348 SUCCESS  91
101110000  231  259  234  240  254  223  222  245  6.554659 0.585351 SUCCESS  92
101110100  244  261  218  207  237  230  250  218 14.035560 0.080843 SUCCESS  93
101111000  265  227  252  238  223  233  246  249  6.040963 0.642643 SUCCESS  94
101111100  264  245  251  261  241  255  268  233  6.565251 0.584179 SUCCESS  95
110000000  235  248  262  259  227  235  242  234  4.756192 0.783288 SUCCESS  96
110000010  239  251  231  251  215  237  220  252  7.779057 0.455345 SUCCESS  97
110000100  253  217  219  233  248  236  235  245  7.349035 0.499485 SUCCESS  98
110001000  256  228  223  234  253  246  242  235  4.744542 0.784498 SUCCESS  99
110001010  248  229  235  242  225  248  241  248  3.122956 0.926406 SUCCESS 100
110010000  243  245  262  218  231  232  226  257  7.700679 0.463241 SUCCESS 101
110010010  252  258  230  248  264  233  252  248  4.511525 0.808279 SUCCESS 102
110010100  244  245  210  236  246  245  268  259  8.587202 0.378306 SUCCESS 103
110011000  247  229  229  214  257  249  247  277 11.235121 0.188729 SUCCESS 104
110011010  233  251  244  265  240  228  235  241  4.138698 0.844398 SUCCESS 105
110100000  224  263  251  240  230  254  226  229  7.117077 0.524055 SUCCESS 106
110100010  263  247  228  230  243  247  248  223  5.485959 0.704595 SUCCESS 107
110100100  245  253  229  254  256  271  259  219  8.988626 0.343256 SUCCESS 108
110101000  221  227  260  240  221  264  231  274 13.098197 0.108515 SUCCESS 109
110101010  233  237  240  236  236  247  247  243  1.446293 0.993564 SUCCESS 110
110101100  239  256  242  262  238  218  245  227  6.377778 0.604994 SUCCESS 111
110110000  279  276  250  240  299  271  232  213 30.220702 0.000193 FAILURE 112
110110010  217  253  211  236  258  229  234  234 11.032820 0.199846 SUCCESS 113
110110100  236  246  234  246  230  255  253  230  3.269121 0.916351 SUCCESS 114
110111000  233  248  240  270  246  254  216  222  9.349803 0.313652 SUCCESS 115
110111010  262  252  238  242  229  244  256  245  3.364446 0.909452 SUCCESS 116
110111100  276  223  235  248  227  266  260  276 15.253603 0.054398 SUCCESS 117
111000000  241  229  253  269  232  228  238  248  5.912804 0.656999 SUCCESS 118
111000010  258  248  274  230  238  253  244  267  8.215434 0.412714 SUCCESS 119
111000100  273  234  246  256  262  244  247  248  6.031430 0.643711 SUCCESS 120
111000110  232  229  256  240  237  267  252  239  5.067588 0.750328 SUCCESS 121
111001000  254  216  253  229  250  213  266  254 11.758350 0.162316 SUCCESS 122
111001010  238  233  248  260  254  251  266  264  6.128874 0.632799 SUCCESS 123
111001100  256  235  219  250  255  240  238  271  7.562987 0.477278 SUCCESS 124
111010000  220  245  246  227  249  229  247  235  5.184096 0.737731 SUCCESS 125
111010010  245  259  252  252  238  256  257  217  6.042022 0.642525 SUCCESS 126
111010100  225  242  245  243  222  272  246  255  7.459188 0.487994 SUCCESS 127
111010110  243  242  263  249  226  232  250  253  4.129165 0.845286 SUCCESS 128
111011000  250  256  260  238  266  266  248  227  7.331029 0.501374 SUCCESS 129
111011010  233  246  228  244  207  237  267  239 10.023433 0.263385 SUCCESS 130
111011100  200  258  233  260  241  220  234  251 13.798307 0.087176 SUCCESS 131
111100000  266  245  254  261  239  253  248  225  5.708384 0.679859 SUCCESS 132
111100010  263  231  237  261  245  242  249  234  4.218135 0.836926 SUCCESS 133
111100100  251  255  234  242  251  249  275  252  5.757106 0.674418 SUCCESS 134
111100110  251  256  224  254  285  242  259  272 14.253749 0.075387 SUCCESS 135
111101000  237  227  259  258  252  248  230  236  4.661927 0.793023 SUCCESS 136
111101010  242  232  246  250  233  261  249  251  2.834862 0.944289 SUCCESS 137
111101100  239  282  266  247  262  260  253  237 11.221352 0.189470 SUCCESS 138
111101110  221  257  237  253  243  219  229  252  7.428473 0.491186 SUCCESS 139
111110000  267  242  251  260  257  258  242  243  5.046404 0.752605 SUCCESS 140
111110010  265  247  231  237  244  255  245  255  3.831539 0.871994 SUCCESS 141
111110100  246  245  249  273  275  247  243  243  7.735631 0.459711 SUCCESS 142
111110110  225  276  246  232  254  253  249  228  8.441037 0.391615 SUCCESS 143
111111000  261  225  223  259  247  287  237  238 13.781360 0.087645 SUCCESS 144
111111010  235  255  233  278  253  241  243  248  6.683878 0.571092 SUCCESS 145
111111100  280  229  248  239  269  282  238  234 15.889104 0.043995 SUCCESS 146
111111110  273  241  234  224  254  279  233  241 11.855793 0.157755 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  277  229  215  276  248  232  235  232 15.108497 0.057070 SUCCESS   0
000000011  252  222  236  253  235  239  228  241  4.557069 0.803697 SUCCESS   1
000000101  250  243  243  252  247  240  220  242  3.011743 0.933618 SUCCESS   2
000000111  255  250  235  236  207  242  200  234 15.821317 0.045010 SUCCESS   3
000001001  245  209  215  273  254  236  250  236 13.475261 0.096510 SUCCESS   4
000001011  277  250  249  236  246  246  233  256  6.257033 0.618465 SUCCESS   5
000001101  229  225  226  265  241  239  257  240  6.683878 0.571092 SUCCESS   6
000001111  225  248  228  239  219  252  232  238  6.545127 0.586407 SUCCESS   7
000010001  226  239  257  223  251  263  227  265  8.894361 0.351286 SUCCESS   8
000010011  256  222  226  249  271  240  246  229  8.280043 0.406604 SUCCESS   9
000010101  263  243  253  240  225  230  246  251  4.530590 0.806365 SUCCESS  10
000010111  249  246  251  227  239  227  220  242  5.396989 0.714424 SUCCESS  11
000011001  256  226  234  247  273  221  277  253 13.169161 0.106160 SUCCESS  12
000011011  241  257  259  266  232  277  236  259 10.127232 0.256209 SUCCESS  13
000011101  246  247  239  252  231  266  247  234  3.650421 0.887207 SUCCESS  14
000011111  240  258  239  251  216  224  238  227  7.667844 0.466570 SUCCESS  15
000100011  241  254  246  223  237  246  244  242  2.609260 0.956441 SUCCESS  16
000100101  251  244  234  262  249  239  244  236  2.480041 0.962655 SUCCESS  17
000100111  258  244  240  235  264  271  257  243  6.681759 0.571325 SUCCESS  18
000101001  252  226  237  261  272  226  249  241  7.901920 0.443109 SUCCESS  19
000101011  272  244  224  238  230  238  239  251  6.482636 0.593334 SUCCESS  20
000101101  251  245  256  257  227  231  257  237  4.392898 0.820050 SUCCESS  21
000101111  245  257  241  238  249  278  249  260  7.036580 0.532691 SUCCESS  22
000110011  245  257  235  225  288  249  260  252 12.194727 0.142725 SUCCESS  23
