		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
001100111  220  232  235  217  190  233  249  265 21.441261 0.006063 FAILURE  43
001101011  248  260  284  241  254  235  239  252  9.048999 0.338179 SUCCESS  44
001101101  205  258  248  237  236  251  271  225 12.669234 0.123748 SUCCESS  45
001101111  232  253  233  202  231  234  271  213 17.327454 0.026874 SUCCESS  46
001110101  246  241  247  230  265  247  220  288 13.439249 0.097604 SUCCESS  47
001110111  276  246  230  236  208  244  215  245 14.570440 0.068056 SUCCESS  48
001111011  240  239  267  259  251  223  243  242  5.453125 0.708228 SUCCESS  49
001111101  236  282  242  230  250  244  275  254 11.819782 0.159428 SUCCESS  50
001111111  247  262  256  265  256  239  233  254  5.478545 0.705416 SUCCESS  51
010000011  229  213  245  263  255  234  268  258 10.752141 0.216143 SUCCESS  52
010000111  270  263  235  246  268  242  255  236  7.928400 0.440495 SUCCESS  53
010001011  257  238  233  243  237  272  226  235  6.642570 0.575641 SUCCESS  54
010001111  265  277  273  251  229  243  230  249 12.078219 0.147748 SUCCESS  55
010010011  253  241  245  223  239  231  225  229  5.628947 0.688716 SUCCESS  56
010010111  253  228  269  233  241  222  250  247  6.877705 0.549883 SUCCESS  57
010011011  239  277  245  234  235  216  258  241  9.688736 0.287556 SUCCESS  58
010011111  248  232  264  242  243  237  252  257  3.564629 0.894116 SUCCESS  59
010100011  257  279  258  235  225  265  263  272 15.220769 0.054992 SUCCESS  60
010100111  237  259  241  246  256  246  240  253  2.226900 0.973253 SUCCESS  61
010101011  256  235  219  263  262  232  261  250  8.463279 0.389571 SUCCESS  62
010101111  250  243  214  255  246  233  251  290 14.153128 0.077860 SUCCESS  63
010110011  227  263  217  214  260  246  233  234 11.755172 0.162466 SUCCESS  64
010110111  252  210  232  249  263  276  261  235 13.293084 0.102156 SUCCESS  65
010111011  238  228  220  225  228  256  274  247 10.791330 0.213805 SUCCESS  66
010111111  237  218  233  261  239  238  251  217  8.425149 0.393079 SUCCESS  67
011000111  232  236  247  252  263  274  217  255 10.109226 0.257443 SUCCESS  68
011001111  215  240  245  221  225  256  253  256  9.012987 0.341202 SUCCESS  69
011010111  234  241  273  242  248  254  249  260  5.672372 0.683877 SUCCESS  70
011011111  259  245  236  238  247  239  268  196 13.752763 0.088442 SUCCESS  71
011101111  246  243  235  239  200  250  233  244  9.403820 0.309383 SUCCESS  72
011111111  245  243  266  265  235  216  231  223 10.206669 0.250819 SUCCESS  73
100000000  237  244  246  260  245  258  250  213  6.367186 0.606174 SUCCESS  74
100010000  236  240  237  242  274  230  279  235 10.718247 0.218180 SUCCESS  75
100100000  257  261  264  234  238  261  249  237  5.697793 0.681041 SUCCESS  76
100101000  268  258  225  261  256  245  259  259  8.462220 0.389669 SUCCESS  77
100110000  228  243  265  230  279  259  252  239 10.262805 0.247063 SUCCESS  78
100111000  251  233  236  217  250  220  230  245  7.582052 0.475323 SUCCESS  79
101000000  229  247  266  265  235  226  244  242  6.641511 0.575757 SUCCESS  80
101000100  246  245  253  232  275  237  238  242  5.406521 0.713373 SUCCESS  81
101001000  253  266  232  246  240  238  256  243  3.832598 0.871902 SUCCESS  82
101001100  240  259  236  232  284  229  239  248  9.792535 0.279890 SUCCESS  83
101010000  244  243  248  228  240  241  257  215  5.580225 0.694136 SUCCESS  84
101010100  219  263  254  244  253  255  248  264  7.168976 0.518516 SUCCESS  85
101011000  264  213  212  240  216  261  249  259 15.818140 0.045058 SUCCESS  86
101011100  227  231  250  249  258  244  254  239  3.559333 0.894536 SUCCESS  87
101100000  264  225  231  260  219  282  222  246 15.861566 0.044405 SUCCESS  88
101100100  240  229  251  293  230  242  233  238 12.909665 0.114996 SUCCESS  89
101101000  213  257  255  242  245  258  249  251  6.446624 0.597334 SUCCESS  90
101101100  242  267  231  260  232  242  255  248  5.240232 0.731618 SUCCESS  91
101110000  246  213  236  227  223  229  214  225 13.895750 0.084523 SUCCESS  92
101110100  241  258  224  222  251  271  230  256  9.349803 0.313652 SUCCESS  93
101111000  239  218  250  241  226  268  233  272 10.813572 0.212488 SUCCESS  94
101111100  251  239  245  226  227  236  243  251  3.434351 0.904224 SUCCESS  95
110000000  260  231  225  276  255  262  246  217 12.638518 0.124907 SUCCESS  96
110000010  262  220  238  275  242  251  218  249 11.228766 0.189071 SUCCESS  97
110000100  245  210  241  253  231  249  235  279 11.648197 0.167604 SUCCESS  98
110001000  246  253  238  236  264  242  279  234  8.067151 0.426938 SUCCESS  99
110001010  234  247  247  233  231  264  260  233  5.024162 0.754991 SUCCESS 100
110010000  245  246  275  252  239  250  230  248  5.485959 0.704595 SUCCESS 101
110010010  254  244  242  252  206  240  240  259  7.934755 0.439869 SUCCESS 102
110010100  233  258  245  236  272  241  253  229  6.259151 0.618228 SUCCESS 103
110011000  218  239  254  250  252  254  258  262  6.407435 0.601692 SUCCESS 104
110011010  232  238  254  257  250  254  254  257  3.572043 0.893527 SUCCESS 105
110100000  216  232  241  249  223  246  263  268  9.946114 0.268828 SUCCESS 106
110100010  249  289  263  219  252  236  234  250 13.939176 0.083365 SUCCESS 107
110100100  263  250  233  226  249  242  247  263  5.235995 0.732081 SUCCESS 108
110101000  253  225  265  236  235  246  240  262  5.802650 0.669327 SUCCESS 109
110101010  221  237  234  245  262  258  239  236  5.478545 0.705416 SUCCESS 110
110101100  263  242  229  226  232  231  251  253  5.776171 0.672288 SUCCESS 111
110110000  248  231  249  271  229  245  252  259  6.126755 0.633036 SUCCESS 112
110110010  223  234  245  285  230  258  237  247 11.317736 0.184338 SUCCESS 113
110110100  231  255  238  265  232  247  255  241  4.436324 0.815769 SUCCESS 114
110111000  228  229  262  219  241  223  249  224  9.847611 0.275885 SUCCESS 115
110111010  231  254  251  228  246  249  254  250  3.119778 0.926617 SUCCESS 116
110111100  233  235  252  231  219  250  245  245  4.696879 0.789428 SUCCESS 117
111000000  257  235  253  250  255  253  223  236  4.540122 0.805406 SUCCESS 118
111000010  266  223  232  229  223  244  222  245  9.477962 0.303592 SUCCESS 119
111000100  268  242  245  248  254  272  254  238  6.778144 0.560748 SUCCESS 120
111000110  222  242  262  222  256  275  255  243 10.663171 0.221524 SUCCESS 121
111001000  264  231  274  251  233  247  219  251  9.819014 0.277959 SUCCESS 122
111001010  264  276  238  224  258  214  244  228 13.615071 0.092367 SUCCESS 123
111001100  232  257  252  237  242  249  250  264  3.742569 0.879571 SUCCESS 124
111010000  235  241  240  244  243  249  224  239  2.399544 0.966251 SUCCESS 125
111010010  263  263  212  233  246  244  247  255  8.466457 0.389280 SUCCESS 126
111010100  253  226  251  245  244  228  235  236  3.663131 0.886167 SUCCESS 127
111010110  244  237  257  239  223  230  251  249  4.065615 0.851155 SUCCESS 128
111011000  224  251  248  241  240  232  261  228  5.024162 0.754991 SUCCESS 129
111011010  263  255  237  265  247  231  229  272  9.097721 0.334120 SUCCESS 130
111011100  272  214  240  231  248  259  243  216 12.296407 0.138461 SUCCESS 131
111100000  248  228  257  256  237  248  238  236  3.182269 0.922404 SUCCESS 132
111100010  259  237  254  245  243  299  239  226 15.835086 0.044802 SUCCESS 133
111100100  263  242  255  240  223  225  241  266  7.610649 0.472396 SUCCESS 134
111100110  227  253  253  254  231  234  235  259  4.777376 0.781084 SUCCESS 135
111101000  240  256  253  234  240  239  258  236  2.716236 0.950885 SUCCESS 136
111101010  222  228  221  228  237  256  250  249  7.602176 0.473262 SUCCESS 137
111101100  221  269  245  248  243  240  232  247  5.689319 0.681987 SUCCESS 138
111101110  251  248  259  244  235  244  256  227  3.394103 0.907251 SUCCESS 139
111110000  253  253  241  241  231  252  241  211  6.432855 0.598865 SUCCESS 140
111110010  263  240  234  253  225  228  250  239  5.258238 0.729652 SUCCESS 141
111110100  252  243  246  233  248  231  257  253  2.636798 0.955046 SUCCESS 142
111110110  251  261  242  244  243  246  228  257  3.250056 0.917699 SUCCESS 143
111111000  255  228  239  243  224  278  214  212 16.514013 0.035587 SUCCESS 144
111111010  264  228  245  254  267  217  261  228 10.833697 0.211301 SUCCESS 145
111111100  260  234  257  263  231  238  230  212  9.820073 0.277882 SUCCESS 146
111111110  245  243  266  265  235  216  231  223 10.206669 0.250819 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  214  260  253  247  244  225  233  262  8.709006 0.367435 SUCCESS   0
000000011  230  268  241  244  234  228  244  265  6.683878 0.571092 SUCCESS   1
000000101  245  253  277  238  251  238  266  248  7.524857 0.481202 SUCCESS   2
000000111  204  241  243  237  238  221  242  282 15.604188 0.048409 SUCCESS   3
000001001  237  245  254  245  251  246  239  250  1.107360 0.997475 SUCCESS   4
000001011  240  254  249  231  238  241  255  255  2.518171 0.960878 SUCCESS   5
000001101  236  269  250  244  236  248  241  233  3.956521 0.861025 SUCCESS   6
000001111  210  253  222  239  251  219  221  252 12.855648 0.116914 SUCCESS   7
000010001  219  252  249  238  245  260  231  237  5.212694 0.734620 SUCCESS   8
000010011  230  259  253  254  272  248  249  262  7.339502 0.500485 SUCCESS   9
000010101  248  264  245  250  258  262  249  271  7.216639 0.513450 SUCCESS  10
000010111  258  251  243  242  223  219  230  264  8.124346 0.421419 SUCCESS  11
000011001  229  212  244  259  242  262  227  254  9.307436 0.317029 SUCCESS  12
000011011  240  260  243  226  239  254  255  233  4.086798 0.849208 SUCCESS  13
000011101  225  235  275  231  254  238  225  253  9.126318 0.331752 SUCCESS  14
000011111  243  227  258  252  251  242  246  241  2.601845 0.956812 SUCCESS  15
000100011  248  293  265  259  235  243  225  249 14.976101 0.059612 SUCCESS  16
000100101  235  239  241  219  221  249  221  230  8.657107 0.372042 SUCCESS  17
000100111  215  245  276  224  259  222  260  237 13.911638 0.084098 SUCCESS  18
000101001  249  263  219  249  236  238  256  253  5.754988 0.674655 SUCCESS  19
000101011  241  258  240  229  262  253  240  251  3.858018 0.869701 SUCCESS  20
000101101  265  246  260  244  225  279  275  260 14.737789 0.064449 SUCCESS  21
000101111  267  264  255  269  204  226  206  262 22.737682 0.003718 FAILURE  22
000110011  235  252  231  259  223  250  237  264  6.208311 0.623910 SUCCESS  23
000110101  241  238  215  255  250  262  245  247  5.833366 0.665891 SUCCESS  24
000110111  272  238  235  248  239  222  242  242  6.090744 0.637068 SUCCESS  25
000111001  246  219  257  231  250  238  253  245  4.763607 0.782518 SUCCESS  26
000111011  233  233  261  227  262  240  265  240  6.841694 0.553805 SUCCESS  27
000111101  248  248  244  248  256  247  238  245  0.985556 0.998338 SUCCESS  28
000111111  230  244  239  235  244  223  245  245  3.206630 0.920729 SUCCESS  29
001000011  231  232  247  236  240  275  248  250  5.988004 0.648576 SUCCESS  30
001000101  262  233  251  258  243  262  238  226  5.803709 0.669209 SUCCESS  31
001000111  258  269  248  268  252  248  249  233  6.867114 0.551036 SUCCESS  32
001001011  232  245  217  255  241  234  202  226 13.629899 0.091937 SUCCESS  33
001001101  263  238  219  252  267  264  240  239  8.679350 0.370063 SUCCESS  34
001001111  222  253  237  233  254  234  248  225  5.607763 0.691074 SUCCESS  35
001010011  259  258  223  277  257  211  257  248 14.339542 0.073334 SUCCESS  36
001010101  222  232  235  236  213  243  264  240  9.184573 0.326966 SUCCESS  37
001010111  218  247  245  248  245  248  245  255  3.564629 0.894116 SUCCESS  38
001011011  237  251  234  237  225  248  266  260  5.772993 0.672643 SUCCESS  39
001011101  220  217  210  237  260  226  222  252 15.527928 0.049657 SUCCESS  40
001011111  250  250  248  253  242  237  225  246  2.488514 0.962264 SUCCESS  41
001100101  238  231  242  256  261  237  224  237  4.857873 0.772653 SUCCESS  42
001100111  233  241  240  277  238  259  256  256  7.507910 0.482950 SUCCESS  43
001101011  251  279  234  255  257  260  247  241  8.134937 0.420401 SUCCESS  44
001101101  232  269  269  206  226  261  257  254 15.737643 0.046293 SUCCESS  45
001101111  255  249  249  242  254  254  243  227  2.795673 0.946518 SUCCESS  46
001110101  254  219  271  256  242  227  240  239  8.190014 0.415133 SUCCESS  47
001110111  243  254  251  221  248  266  265  226  8.213316 0.412915 SUCCESS  48
001111011  246  242  253  261  250  275  240  225  7.380810 0.496158 SUCCESS  49
001111101  240  219  231  250  222  254  253  247  6.478399 0.593805 SUCCESS  50
001111111  248  257  241  220  231  249  252  241  4.407726 0.818592 SUCCESS  51
010000011  233  237  223  262  264  240  236  268  8.424090 0.393177 SUCCESS  52
010000111  248  240  264  249  241  256  237  253  3.097536 0.928088 SUCCESS  53
010001011  275  230  267  260  235  254  232  237  9.772411 0.281365 SUCCESS  54
010001111  252  243  247  261  244  242  244  232  2.151699 0.976004 SUCCESS  55
010010011  246  247  230  239  252  275  262  237  6.876646 0.549998 SUCCESS  56
010010111  225  252  208  258  226  219  250  240 12.441513 0.132565 SUCCESS  57
010011011  240  261  237  266  255  249  250  259  5.206339 0.735312 SUCCESS  58
010011111  238  261  227  238  246  221  240  225  6.669049 0.572724 SUCCESS  59
010100011  259  238  244  230  261  239  256  224  5.572811 0.694961 SUCCESS  60
010100111  263  245  212  286  241  207  259  239 20.243342 0.009454 FAILURE  61
010101011  232  238  229  245  219  230  252  234  5.971058 0.650474 SUCCESS  62
010101111  236  227  230  238  247  241  217  233  6.244323 0.619885 SUCCESS  63
010110011  257  233  246  246  238  257  240  233  2.714117 0.950998 SUCCESS  64
010110111  211  247  240  240  227  241  266  240  8.211197 0.413117 SUCCESS  65
010111011  225  237  208  238  236  260  223  272 13.982602 0.082220 SUCCESS  66
010111111  238  236  220  255  257  227  240  219  8.096807 0.424071 SUCCESS  67
011000111  252  248  256  215  275  247  234  262 10.379314 0.239406 SUCCESS  68
011001111  235  228  242  253  230  251  260  256  4.517880 0.807642 SUCCESS  69
011010111  278  262  242  274  244  239  256  261 11.930994 0.154309 SUCCESS  70
011011111  271  226  260  250  246  240  253  221  8.352067 0.399856 SUCCESS  71
011101111  244  255  215  252  238  278  242  269 12.018905 0.150362 SUCCESS  72
011111111  253  267  241  239  247  246  257  258  4.271094 0.831874 SUCCESS  73
100000000  214  260  253  247  244  225  233  262  8.709006 0.367435 SUCCESS  74
100010000  228  221  248  251  237  258  241  242  4.722299 0.786803 SUCCESS  75
100100000  214  229  229  256  252  233  246  254  7.595821 0.473912 SUCCESS  76
100101000  248  227  241  225  256  271  254  248  7.031285 0.533261 SUCCESS  77
100110000  216  265  228  219  248  256  241  232 10.298817 0.244676 SUCCESS  78
100111000  248  216  247  243  236  246  243  257  4.457507 0.813669 SUCCESS  79
101000000  225  263  279  228  251  236  248  260 10.924785 0.205998 SUCCESS  80
101000100  233  239  273  244  237  222  234  239  7.002687 0.536343 SUCCESS  81
101001000  239  247  227  217  237  270  247  222  9.666494 0.289218 SUCCESS  82
101001100  246  230  254  238  254  232  233  251  3.192861 0.921678 SUCCESS  83
101010000  250  250  222  234  221  271  228  238  9.386874 0.310718 SUCCESS  84
101010100  253  227  239  225  245  232  251  242  4.082562 0.849599 SUCCESS  85
101011000  254  249  237  247  274  257  233  241  5.813242 0.668142 SUCCESS  86
101011100  275  231  245  265  232  232  251  250  8.210138 0.413217 SUCCESS  87
101100000  254  246  247  236  238  260  236  259  3.186506 0.922114 SUCCESS  88
101100100  250  246  222  265  249  232  238  220  7.429532 0.491076 SUCCESS  89
101101000  270  256  257  241  231  227  248  243  6.218903 0.622726 SUCCESS  90
101101100  239  248  225  216  235  253  255  249  6.364009 0.606528 SUCCESS  91
101110000  236  249  246  258  217  226  241  265  7.607472 0.472721 SUCCESS  92
101110100  263  256  229  239  245  255  230  230  5.382161 0.716058 SUCCESS  93
101111000  230  255  265  232  225  228  231  262  8.550131 0.381654 SUCCESS  94
101111100  264  240  244  226  272  254  224  232  9.181395 0.327226 SUCCESS  95
110000000  230  274  262  238  209  237  257  269 14.905137 0.061016 SUCCESS  96
110000010  266  261  211  250  253  239  241  273 12.047503 0.149097 SUCCESS  97
110000100  213  242  216  259  277  263  256  257 15.800134 0.045332 SUCCESS  98
110001000  257  249  279  253  237  266  236  261 10.018137 0.263755 SUCCESS  99
110001010  239  252  233  234  238  215  257  250  5.933987 0.654626 SUCCESS 100
110010000  238  241  233  259  243  249  238  237  2.142167 0.976340 SUCCESS 101
110010010  241  230  245  244  269  229  223  210 11.305026 0.185008 SUCCESS 102
110010100  249  244  235  251  260  233  264  251  4.119633 0.846172 SUCCESS 103
110011000  253  242  242  209  237  256  267  243  8.633805 0.374123 SUCCESS 104
110011010  261  249  224  233  232  234  238  242  4.782672 0.780532 SUCCESS 105
110100000  225  274  269  243  262  227  241  260 11.663025 0.166884 SUCCESS 106
110100010  254  253  246  246  234  239  257  235  2.377302 0.967207 SUCCESS 107
110100100  235  240  245  223  245  268  240  247  4.844103 0.774101 SUCCESS 108
110101000  215  244  236  252  234  255  234  234  5.940342 0.653915 SUCCESS 109
110101010  263  233  233  234  251  219  239  236  6.258092 0.618346 SUCCESS 110
110101100  236  240  246  251  263  248  237  228  3.456594 0.902532 SUCCESS 111
110110000  235  237  226  246  260  257  254  256  4.755133 0.783398 SUCCESS 112
110110010  234  237  232  259  247  237  265  234  4.740305 0.784938 SUCCESS 113
110110100  257  240  248  219  227  228  251  264  7.730335 0.460245 SUCCESS 114
110111000  229  248  264  248  207  240  243  256  9.284134 0.318897 SUCCESS 115
110111010  261  261  234  237  219  262  233  230  8.460102 0.389863 SUCCESS 116
110111100  218  253  263  249  245  267  232  253  8.012074 0.432292 SUCCESS 117
111000000  214  267  267  234  243  223  271  251 13.869271 0.085237 SUCCESS 118
111000010  230  249  212  245  238  234  241  269  8.577669 0.379165 SUCCESS 119
111000100  250  264  259  239  230  283  256  250 10.860176 0.209748 SUCCESS 120
111000110  251  231  222  249  245  248  239  229  4.252029 0.833699 SUCCESS 121
111001000  238  236  214  276  248  274  244  249 12.533661 0.128934 SUCCESS 122
111001010  253  240  237  262  254  228  249  269  6.211489 0.623555 SUCCESS 123
111001100  255  239  259  241  255  238  259  256  3.785995 0.875897 SUCCESS 124
111010000  220  260  273  270  258  238  237  250 11.238299 0.188559 SUCCESS 125
111010010  256  247  210  259  233  267  243  241  9.291548 0.318301 SUCCESS 126
111010100  239  251  227  253  229  241  225  241  4.489282 0.810504 SUCCESS 127
111010110  262  239  237  249  252  244  232  235  3.019157 0.933150 SUCCESS 128
111011000  236  238  249  256  257  243  250  235  2.343408 0.968633 SUCCESS 129
111011010  247  238  259  239  213  223  246  244  7.252651 0.509635 SUCCESS 130
111011100  204  242  235  236  223  257  237  251 10.480994 0.232875 SUCCESS 131
111100000  217  269  252  236  239  226  265  247  9.665435 0.289297 SUCCESS 132
111100010  250  286  260  245  237  241  251  264 10.776502 0.214687 SUCCESS 133
111100100  231  230  235  241  235  266  235  216  8.053381 0.428273 SUCCESS 134
111100110  258  249  279  240  253  238  249  266  8.761965 0.362773 SUCCESS 135
111101000  231  263  262  270  246  232  251  279 12.420330 0.133412 SUCCESS 136
111101010  236  252  214  261  245  245  225  223  9.040526 0.338889 SUCCESS 137
111101100  256  237  243  247  260  242  248  211  6.652103 0.574590 SUCCESS 138
111101110  235  242  214  257  214  256  238  252  9.783002 0.280588 SUCCESS 139
111110000  234  230  235  256  261  237  264  236  5.604586 0.691427 SUCCESS 140
111110010  245  235  227  247  236  239  218  224  6.631978 0.576809 SUCCESS 141
111110100  237  252  252  273  219  238  250  266  9.279898 0.319237 SUCCESS 142
111110110  275  227  260  227  254  235  265  231 10.933258 0.205510 SUCCESS 143
111111000  254  245  230  239  271  242  248  235  4.868464 0.771538 SUCCESS 144
111111010  245  248  250  254  252  232  246  230  2.372006 0.967432 SUCCESS 145
111111100  251  263  242  230  246  228  245  251  3.894030 0.866556 SUCCESS 146
111111110  253  267  241  239  247  246  257  258  4.271094 0.831874 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  260  251  222  257  236  248  246  227  5.644834 0.686946 SUCCESS   0
000000011  268  262  214  262  240  264  222  244 12.786802 0.119399 SUCCESS   1
000000101  235  238  233  203  254  252  236  248  9.220584 0.324031 SUCCESS   2
000000111  251  251  236  238  239  263  249  234  2.994797 0.934684 SUCCESS   3
000001001  228  237  246  249  248  227  241  209  8.006778 0.432808 SUCCESS   4
000001011  267  238  257  233  247  243  227  238  5.044286 0.752832 SUCCESS   5
000001101  248  270  249  242  249  248  217  244  6.301518 0.613497 SUCCESS   6
000001111  242  250  247  231  232  240  248  245  1.692020 0.989043 SUCCESS   7
000010001  220  234  234  264  243  230  235  226  7.603235 0.473154 SUCCESS   8
000010011  228  249  230  246  254  240  227  222  5.864082 0.662454 SUCCESS   9
000010101  252  256  249  225  221  241  262  244  6.171240 0.628057 SUCCESS  10
000010111  253  242  255  228  267  255  228  235  6.127815 0.632917 SUCCESS  11
000011001  240  223  261  237  232  234  236  249  4.821861 0.776435 SUCCESS  12
000011011  240  254  244  248  243  245  281  270  9.154916 0.329397 SUCCESS  13
000011101  250  259  225  240  245  235  252  234  3.758457 0.878232 SUCCESS  14
000011111  232  237  249  259  234  237  243  241  2.572189 0.958280 SUCCESS  15
000100011  241  245  249  286  228  249  231  207 15.345751 0.052761 SUCCESS  16
000100101  220  243  252  239  228  259  219  251  7.758933 0.457366 SUCCESS  17
000100111  225  234  235  249  234  243  235  240  3.301955 0.914005 SUCCESS  18
000101001  243  247  255  229  238  259  235  236  3.239464 0.918443 SUCCESS  19
000101011  254  237  237  242  227  238  256  268  5.276244 0.727684 SUCCESS  20
000101101  247  239  217  224  236  259  244  237  6.411672 0.601221 SUCCESS  21
000101111  253  268  261  230  233  247  214  234  9.638955 0.291286 SUCCESS  22
000110011  219  228  224  249  240  238  251  248  6.087566 0.637424 SUCCESS  23
000110101  254  241  262  236  249  238  243  222  4.426791 0.816712 SUCCESS  24
000110111  274  267  227  252  248  239  250  258  8.640160 0.373555 SUCCESS  25
000111001  265  238  222  253  245  247  258  226  6.658458 0.573890 SUCCESS  26
000111011  252  257  262  227  243  237  243  226  5.178800 0.738306 SUCCESS  27
000111101  247  239  235  259  267  274  227  260  9.744872 0.283391 SUCCESS  28
000111111  265  252  231  262  240  218  213  255 11.761527 0.162165 SUCCESS  29
001000011  236  244  244  229  236  218  254  246  4.848340 0.773656 SUCCESS  30
001000101  216  256  221  246  235  241  256  229  8.190014 0.415133 SUCCESS  31
001000111  251  250  273  283  222  248  223  208 19.838740 0.010964 SUCCESS  32
001001011  236  229  246  238  252  214  248  265  7.440123 0.489974 SUCCESS  33
001001101  243  247  277  246  242  236  237  237  5.363096 0.718156 SUCCESS  34
001001111  231  244  228  263  223  236  218  252  8.665580 0.371288 SUCCESS  35
001010011  247  250  215  249  238  254  238  252  4.869523 0.771426 SUCCESS  36
001010101  261  248  244  264  232  236  231  223  6.466748 0.595098 SUCCESS  37
001010111  252  236  235  234  216  240  237  265  6.814155 0.556810 SUCCESS  38
001011011  222  249  261  212  251  244  256  243  8.556486 0.381079 SUCCESS  39
001011101  239  211  261  237  255  217  243  250  9.951410 0.268453 SUCCESS  40
001011111  229  255  255  254  248  250  236  239  2.985264 0.935279 SUCCESS  41
001100101  245  238  233  246  244  257  254  251  2.017185 0.980480 SUCCESS  42
001100111  229  233  240  262  255  232  257  257  5.447829 0.708813 SUCCESS  43
001101011  223  241  263  238  235  224  223  235  7.912512 0.442063 SUCCESS  44
001101101  247  270  252  225  244  255  260  252  6.515470 0.589692 SUCCESS  45
001101111  266  257  244  262  260  245  242  240  5.245528 0.731040 SUCCESS  46
001110101  260  245  259  237  224  246  263  233  5.988004 0.648576 SUCCESS  47
001110111  243  279  260  248  239  221  260  224 11.450132 0.177475 SUCCESS  48
001111011  247  218  241  265  253  267  252  248  7.691146 0.464206 SUCCESS  49
001111101  210  242  249  239  253  252  247  235  6.148998 0.630546 SUCCESS  50
001111111  224  251  224  266  246  243  218  252  8.833988 0.356494 SUCCESS  51
010000011  239  256  272  239  253  241  225  241  6.078034 0.638491 SUCCESS  52
010000111  250  231  233  243  239  237  237  256  2.544650 0.959616 SUCCESS  53
010001011  233  233  233  226  241  225  244  234  4.990269 0.758616 SUCCESS  54
010001111  261  248  262  262  253  246  213  219 11.104844 0.195829 SUCCESS  55
010010011  250  249  237  246  238  242  262  263  3.518025 0.897786 SUCCESS  56
010010111  259  226  241  257  243  226  250  259  5.553746 0.697078 SUCCESS  57
010011011  263  260  276  268  250  245  241  258 10.303054 0.244396 SUCCESS  58
010011111  241  250  236  248  247  262  236  252  2.462035 0.963478 SUCCESS  59
010100011  250  243  221  247  245  260  248  244  3.586871 0.892344 SUCCESS  60
010100111  253  240  225  243  242  271  245  235  5.395930 0.714541 SUCCESS  61
010101011  264  232  241  238  229  244  218  245  6.360831 0.606882 SUCCESS  62
010101111  251  243  222  230  212  235  247  276 12.189431 0.142950 SUCCESS  63
010110011  236  205  285  251  244  233  264  226 17.633553 0.024148 SUCCESS  64
010110111  246  250  262  238  255  259  262  239  4.577193 0.801661 SUCCESS  65
010111011  253  222  262  249  257  245  261  251  5.974235 0.650118 SUCCESS  66
010111111  285  249  233  249  270  240  246  256 11.325150 0.183947 SUCCESS  67
011000111  241  234  244  236  278  240  260  213 10.861235 0.209686 SUCCESS  68
011001111  226  228  270  251  224  231  243  248  8.044908 0.429096 SUCCESS  69
011010111  280  258  232  231  242  251  240  237  8.127523 0.421114 SUCCESS  70
011011111  245  246  244  240  245  256  256  241  1.329785 0.995187 SUCCESS  71
011101111  263  274  246  247  248  238  278  231 11.154624 0.193091 SUCCESS  72
011111111  236  271  227  251  259  220  248  259  9.186691 0.326793 SUCCESS  73
100000000  260  251  222  257  236  248  246  227  5.644834 0.686946 SUCCESS  74
100010000  235  287  239  220  272  253  270  245 17.183407 0.028255 SUCCESS  75
100100000  250  237  256  270  230  255  197  224 16.266168 0.038725 SUCCESS  76
100101000  243  267  242  220  244  284  237  241 11.700096 0.165095 SUCCESS  77
100110000  238  235  242  264  245  234  252  256  3.502138 0.899024 SUCCESS  78
100111000  235  246  249  234  225  229  242  240  3.512730 0.898199 SUCCESS  79
101000000  257  233  229  261  277  276  231  260 14.083223 0.079622 SUCCESS  80
101000100  234  280  248  234  246  244  241  248  6.504878 0.590867 SUCCESS  81
101001000  240  260  250  253  244  246  206  235  8.145529 0.419385 SUCCESS  82
101001100  236  236  244  246  266  244  224  230  5.162913 0.740030 SUCCESS  83
101010000  285  241  232  241  241  266  254  234 10.700241 0.219269 SUCCESS  84
101010100  256  249  250  262  237  254  232  238  3.608055 0.890644 SUCCESS  85
101011000  238  240  264  220  242  226  207  233 12.144946 0.144853 SUCCESS  86
101011100  241  248  252  222  243  247  231  245  3.215103 0.920142 SUCCESS  87
101100000  245  225  259  205  235  215  241  238 13.122558 0.107702 SUCCESS  88
101100100  233  230  247  249  247  243  235  227  3.140962 0.925202 SUCCESS  89
